xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.4.1-1
xdg-desktop-portal-kde 6.7.4-2
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.48-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1
xorg-server-common 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.3-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.3-1
yay 13.0.1-1
yay-debug 13.0.1-1
ydotool 1.0.4-2
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zram-generator 1.2.1-1
zstd 1.5.7-3
zxing-cpp 3.1.1-1
